"Index","Parameter","Estimate","L_bound","U_bound","Gradient","Note"
1386,"region_rec_diffs(5,166)",-0.16284665,-3,3,-2.5613669e-06,""
1387,"region_rec_diffs(5,167)",-0.4051262,-3,3,6.26057e-06,""
1388,"region_rec_diffs(5,168)",-0.018746346,-3,3,-9.5413555e-06,""
1389,"region_rec_diffs(5,169)",1.4940363,-3,3,-3.7081802e-06,""
1390,"region_rec_diffs(5,170)",-0.78632822,-3,3,-4.3321707e-06,""
1391,"region_rec_diffs(5,171)",-0.32563349,-3,3,-5.207844e-06,""
1392,"region_rec_diffs(5,172)",1.3671618,-3,3,-4.648121e-06,""
1393,"region_rec_diffs(5,173)",-0.51459666,-3,3,-8.8598599e-07,""
1394,"region_rec_diffs(5,174)",-0.35433444,-3,3,4.9405228e-06,""
1395,"region_rec_diffs(5,175)",-0.33751422,-3,3,2.968339e-06,""
1396,"region_rec_diffs(5,176)",-0.57956513,-3,3,8.3294726e-08,""
1397,"region_rec_diffs(5,177)",-0.77969359,-3,3,8.5414322e-06,""
1398,"region_rec_diffs(5,178)",-1.1389618,-3,3,-9.4674291e-07,""
1399,"region_rec_diffs(5,179)",-0.81566415,-3,3,3.5252266e-06,""
1400,"region_rec_diffs(5,180)",0.027484066,-3,3,1.0279691e-05,""
1401,"region_rec_diffs(5,181)",-0.12397714,-3,3,3.7385782e-06,""
1402,"region_rec_diffs(5,182)",-0.50108064,-3,3,-3.6233892e-06,""
1403,"region_rec_diffs(5,183)",-0.79767335,-3,3,-1.0373792e-06,""
1404,"region_rec_diffs(5,184)",-1.2442996,-3,3,-4.757259e-06,""
1405,"region_rec_diffs(5,185)",-1.3167493,-3,3,3.2999525e-06,""
1406,"region_rec_diffs(5,186)",1.0108017,-3,3,1.145314e-05,""
1407,"region_rec_diffs(5,187)",1.0650686,-3,3,9.8740131e-06,""
1408,"region_rec_diffs(5,188)",-0.67084925,-3,3,2.8919e-07,""
1409,"region_rec_diffs(5,189)",-0.24971735,-3,3,-2.851927e-06,""
1410,"region_rec_diffs(5,190)",-0.69416242,-3,3,3.8085919e-06,""
1411,"region_rec_diffs(5,191)",-0.72292731,-3,3,-1.5010929e-06,""
1412,"region_rec_diffs(5,192)",-1.9856872,-3,3,-2.2230964e-06,""
1413,"region_rec_diffs(5,193)",-1.326988,-3,3,2.2790247e-06,""
1414,"region_rec_diffs(5,194)",1.225327,-3,3,-3.3481665e-06,""
1415,"region_rec_diffs(5,195)",0.81159801,-3,3,-7.0028552e-08,""
1416,"region_rec_diffs(5,196)",-1.4246814,-3,3,4.1599718e-07,""
1417,"region_rec_diffs(5,197)",-0.0077430946,-3,3,3.1890274e-06,""
1418,"region_rec_diffs(5,198)",-0.41456346,-3,3,-7.0887156e-06,""
1419,"region_rec_diffs(5,199)",1.6287606,-3,3,-6.8355813e-06,""
1420,"region_rec_diffs(5,200)",-0.62804255,-3,3,-4.6864224e-06,""
1421,"region_rec_diffs(5,201)",-1.2392354,-3,3,-1.026371e-05,""
1422,"region_rec_diffs(5,202)",1.4041031,-3,3,-5.5364412e-06,""
1423,"region_rec_diffs(5,203)",1.162516,-3,3,1.2539987e-05,""
1424,"region_rec_diffs(5,204)",0.021958555,-3,3,-1.4656273e-06,""
1425,"region_rec_diffs(5,205)",1.612518,-3,3,-3.3957012e-06,""
1426,"region_rec_diffs(5,206)",-0.74439261,-3,3,4.3496225e-06,""
1427,"region_rec_diffs(5,207)",-0.89424525,-3,3,-1.110745e-05,""
1428,"region_rec_diffs(5,208)",-1.2298145,-3,3,2.3800447e-06,""
1429,"region_rec_diffs(5,209)",-0.49692686,-3,3,-5.5802708e-06,""
1430,"region_rec_diffs(5,210)",1.5235003,-3,3,-3.4543663e-06,""
1431,"region_rec_diffs(5,211)",1.0856748,-3,3,6.5433018e-06,""
1432,"region_rec_diffs(5,212)",1.2098502,-3,3,-8.0656799e-07,""
1433,"region_rec_diffs(5,213)",1.4506304,-3,3,-3.4857895e-06,""
1434,"region_rec_diffs(5,214)",-0.27230816,-3,3,-1.1975997e-06,""
1435,"region_rec_diffs(5,215)",1.6495474,-3,3,-5.8102867e-06,""
1436,"region_rec_diffs(5,216)",-0.10507625,-3,3,-1.452638e-05,""
1437,"region_rec_diffs(5,217)",-0.68257462,-3,3,-5.1618396e-06,""
1438,"region_rec_diffs(5,218)",-0.65315516,-3,3,3.3880094e-06,""
1439,"region_rec_diffs(5,219)",1.1690579,-3,3,6.1321743e-06,""
1440,"region_rec_diffs(5,220)",0.83542367,-3,3,-7.0778578e-06,""
1441,"region_rec_diffs(5,221)",1.3482753,-3,3,1.5995096e-05,""
1442,"region_rec_diffs(5,222)",0.6019697,-3,3,2.2648741e-05,""
1443,"region_rec_diffs(5,223)",-0.039720815,-3,3,-3.015236e-06,""
1444,"region_rec_diffs(5,224)",-0.8842047,-3,3,4.338122e-06,""
1445,"region_rec_diffs(5,225)",1.2682679,-3,3,-6.2091717e-06,""
1446,"region_rec_diffs(5,226)",0.80618194,-3,3,-1.2925109e-05,""
1447,"region_rec_diffs(5,227)",-0.92636059,-3,3,-1.7299611e-06,""
1448,"region_rec_diffs(5,228)",0.24686459,-3,3,-3.2471651e-06,""
1449,"region_rec_diffs(5,229)",0.60406108,-3,3,-9.1682867e-06,""
1450,"region_rec_diffs(5,230)",0.43720358,-3,3,8.9843632e-06,""
1451,"region_rec_diffs(5,231)",-1.1746945,-3,3,3.9011673e-06,""
1452,"region_rec_diffs(5,232)",1.1007282,-3,3,8.0574924e-06,""
1453,"region_rec_diffs(5,233)",-1.0170944,-3,3,-1.1258992e-06,""
1454,"region_rec_diffs(5,234)",-1.0621191,-3,3,-1.4492693e-06,""
1455,"region_rec_diffs(5,235)",-1.4243876,-3,3,-2.7942499e-06,""
1456,"region_rec_diffs(5,236)",-0.8606484,-3,3,6.2315063e-06,""
1457,"region_rec_diffs(5,237)",0.96392196,-3,3,7.0862594e-07,""
1458,"region_rec_diffs(5,238)",0.95415657,-3,3,-2.2787038e-05,""
1459,"region_rec_diffs(5,239)",1.3514969,-3,3,-4.6745569e-06,""
1460,"region_rec_diffs(5,240)",-1.6739556,-3,3,6.5712573e-06,""
1461,"region_rec_diffs(5,241)",-1.2935877,-3,3,2.1577229e-06,""
1462,"region_rec_diffs(5,242)",-0.1730569,-3,3,-1.6011089e-05,""
1463,"region_rec_diffs(5,243)",0.4863146,-3,3,2.3573333e-05,""
1464,"region_rec_diffs(5,244)",0.99409603,-3,3,-1.3987674e-05,""
1465,"region_rec_diffs(5,245)",0.74398598,-3,3,-3.3728705e-05,""
1466,"region_rec_diffs(5,246)",-0.4900459,-3,3,2.2336407e-07,""
1467,"region_rec_diffs(5,247)",-1.5281984,-3,3,-3.0375155e-06,""
1468,"region_rec_diffs(5,248)",-1.5344446,-3,3,3.5730657e-07,""
1469,"region_rec_diffs(5,249)",-0.97118906,-3,3,1.3751578e-06,""
1470,"region_rec_diffs(5,250)",-1.7660129,-3,3,-2.8984931e-06,""
1471,"region_rec_diffs(5,251)",-1.6375383,-3,3,-2.4046089e-06,""
1472,"region_rec_diffs(5,252)",-2.0027287,-3,3,-1.2268605e-06,""
1473,"region_rec_diffs(5,253)",-1.8410513,-3,3,1.8573181e-06,""
1474,"region_rec_diffs(5,254)",-1.7360146,-3,3,1.1094033e-07,""
1475,"region_rec_diffs(5,255)",-1.5116333,-3,3,-4.1822384e-06,""
1476,"region_rec_diffs(5,256)",-1.980406,-3,3,-3.8343314e-06,""
1477,"region_rec_diffs(5,257)",-1.5736961,-3,3,-4.3833254e-06,""
1478,"region_rec_diffs(5,258)",-1.4182126,-3,3,-2.4056687e-06,""
1479,"region_rec_diffs(5,259)",-1.5832878,-3,3,-5.1004142e-06,""
1480,"region_rec_diffs(5,260)",-0.70694261,-3,3,1.0248142e-06,""
1481,"region_rec_diffs(5,261)",-1.0962012,-3,3,-1.6111362e-06,""
1482,"region_rec_diffs(5,262)",-1.4402582,-3,3,8.9331749e-07,""
1483,"region_rec_diffs(5,263)",-0.69039348,-3,3,6.3812368e-06,""
1484,"region_rec_diffs(5,264)",-0.31364926,-3,3,8.0750446e-06,""
1485,"region_rec_diffs(5,265)",0.29613165,-3,3,3.960783e-06,""
1486,"region_rec_diffs(5,266)",-1.2480572,-3,3,-8.5975533e-06,""
1487,"region_rec_diffs(5,267)",-1.4665685,-3,3,-7.1624808e-06,""
1488,"region_rec_diffs(5,268)",-1.289304,-3,3,-3.8909958e-06,""
1489,"region_rec_diffs(5,269)",-1.2245179,-3,3,1.985427e-07,""
1490,"region_rec_diffs(5,270)",0.13074021,-3,3,-3.0457825e-06,""
1491,"region_rec_diffs(5,271)",1.5452674,-3,3,1.9761279e-07,""
1492,"region_rec_diffs(5,272)",0.76904659,-3,3,-1.4170593e-05,""
1493,"region_rec_diffs(5,273)",-0.28006984,-3,3,2.0091149e-06,""
1494,"region_rec_diffs(5,274)",0.064574526,-3,3,5.6057496e-07,""
1495,"region_rec_diffs(5,275)",0.50775369,-3,3,6.0794473e-06,""
1496,"region_rec_diffs(5,276)",1.0381551,-3,3,1.3138347e-07,""
1497,"region_rec_diffs(5,277)",1.353463,-3,3,1.2696257e-05,""
1498,"region_rec_diffs(5,278)",0.33556104,-3,3,-9.422626e-06,""
1499,"region_rec_diffs(5,279)",0.63227209,-3,3,5.1965597e-06,""
1500,"region_rec_diffs(5,280)",-0.75025199,-3,3,-5.1656423e-07,""
1501,"region_rec_diffs(5,281)",-0.039235927,-3,3,-4.5990277e-06,""
1502,"region_rec_diffs(5,282)",0.028647419,-3,3,5.2133872e-07,""
1503,"region_rec_diffs(5,283)",-0.56826649,-3,3,-1.9851178e-06,""
1504,"region_rec_diffs(5,284)",-0.17778007,-3,3,-2.8884521e-06,""
1505,"region_rec_diffs(5,285)",-0.83768275,-3,3,-2.6608169e-06,""
1506,"region_rec_diffs(5,286)",-0.38137188,-3,3,9.9185554e-08,""
1507,"region_rec_diffs(5,287)",-2.2335777,-3,3,1.8913722e-06,""
1508,"region_rec_diffs(5,288)",-0.7220108,-3,3,3.0632804e-06,""
1509,"region_rec_diffs(5,289)",1.2007162,-3,3,7.0203374e-06,""
1510,"region_rec_diffs(5,290)",-1.0821831,-3,3,8.5622751e-07,""
1511,"region_rec_diffs(5,291)",-0.63139125,-3,3,3.1252215e-07,""
1512,"bs_selcoff_gp:1(1,1,1,1)",-4.1036887,-20,7,-9.2103813e-06,""
1513,"bs_selcoff_gp:1(1,1,1,2)",-1.1984168,-20,7,2.2069557e-06,""
1514,"bs_selcoff_gp:1(1,1,1,3)",0.47856802,-20,7,-1.654985e-06,""
1515,"bs_selcoff_gp:1(1,1,1,4)",0.37447935,-20,7,2.1645998e-06,""
1516,"bs_selcoff_gp:1(1,1,1,5)",0.47860442,-20,7,3.0524278e-06,""
1517,"bs_selcoff_gp:2(2,1,1,1)",-4.7627307,-20,7,-3.0275522e-06,""
1518,"bs_selcoff_gp:2(2,1,1,2)",-2.1634568,-20,7,3.1444049e-06,""
1519,"bs_selcoff_gp:2(2,1,1,3)",-0.002229818,-20,7,7.4992242e-06,""
1520,"bs_selcoff_gp:2(2,1,1,4)",0.73914957,-20,7,7.3958159e-06,""
1521,"bs_selcoff_gp:2(2,1,1,5)",0.57919728,-20,7,-6.3203309e-06,""
1522,"bs_selcoff_gp:3(3,1,1,1)",-4.7294825,-20,7,-1.236512e-05,""
1523,"bs_selcoff_gp:3(3,1,1,2)",-2.1047476,-20,7,-9.9875809e-06,""
1524,"bs_selcoff_gp:3(3,1,1,3)",0.1415031,-20,7,-9.5638593e-06,""
1525,"bs_selcoff_gp:3(3,1,1,4)",0.5132053,-20,7,-3.9259018e-06,""
1526,"bs_selcoff_gp:3(3,1,1,5)",0.71620298,-20,7,6.368718e-06,""
1527,"bs_selcoff_gp:4(4,1,1,1)",-5.1230568,-20,7,-7.6578922e-07,""
1528,"bs_selcoff_gp:4(4,1,1,2)",-0.17159516,-20,7,-1.2380553e-06,""
1529,"bs_selcoff_gp:4(4,1,1,3)",0.17123632,-20,7,3.9578679e-06,""
1530,"bs_selcoff_gp:4(4,1,1,4)",0.94986442,-20,7,-3.465143e-06,""
1531,"bs_selcoff_gp:4(4,1,1,5)",-0.96865767,-20,7,4.9010223e-06,""
1532,"bs_selcoff_gp:5(5,1,1,1)",-7.2961921,-20,7,8.2651967e-06,""
1533,"bs_selcoff_gp:5(5,1,1,2)",-6.1175638,-20,7,-1.8568324e-06,""
1534,"bs_selcoff_gp:5(5,1,1,3)",-1.9814332,-20,7,-7.7812712e-06,""
1535,"bs_selcoff_gp:5(5,1,1,4)",1.3418096,-20,7,-5.1043459e-06,""
1536,"bs_selcoff_gp:5(5,1,1,5)",0.03274609,-20,7,2.3448218e-05,""
1537,"bs_selcoff_gp:6(6,1,1,1)",-5.2296152,-20,7,5.004179e-06,""
1538,"bs_selcoff_gp:6(6,1,1,2)",-1.1330947,-20,7,1.6065397e-05,""
1539,"bs_selcoff_gp:6(6,1,1,3)",0.80119141,-20,7,-9.7112542e-06,""
1540,"bs_selcoff_gp:6(6,1,1,4)",0.84756145,-20,7,9.5595657e-06,""
1541,"bs_selcoff_gp:6(6,1,1,5)",-2.2030028,-20,7,1.2044716e-05,""
1542,"bs_selcoff_gp:7(7,1,1,1)",-4.7552955,-20,7,-1.9481029e-06,""
1543,"bs_selcoff_gp:7(7,1,1,2)",-1.6913482,-20,7,-1.8633113e-06,""
1544,"bs_selcoff_gp:7(7,1,1,3)",-0.18002291,-20,7,9.6115347e-07,""
1545,"bs_selcoff_gp:7(7,1,1,4)",1.2248126,-20,7,3.2737203e-07,""
1546,"bs_selcoff_gp:7(7,1,1,5)",-0.56503064,-20,7,-4.7606287e-06,""
1547,"bs_selcoff_gp:8(8,1,1,1)",-3.8394273,-20,7,-3.6244581e-06,""
1548,"bs_selcoff_gp:8(8,1,1,2)",-2.2587495,-20,7,5.2213969e-06,""
1549,"bs_selcoff_gp:8(8,1,1,3)",-0.78185138,-20,7,1.2023025e-05,""
1550,"bs_selcoff_gp:8(8,1,1,4)",1.0456078,-20,7,-6.3142334e-06,""
1551,"bs_selcoff_gp:8(8,1,1,5)",0.45192192,-20,7,5.9339482e-06,""
1552,"bs_selcoff_gp:9(9,1,1,1)",-5.5978965,-20,7,-5.6375242e-06,""
1553,"bs_selcoff_gp:9(9,1,1,2)",-3.1290478,-20,7,-2.8073419e-05,""
1554,"bs_selcoff_gp:9(9,1,1,3)",-0.84309115,-20,7,-2.3931067e-07,""
1555,"bs_selcoff_gp:9(9,1,1,4)",1.3897552,-20,7,-7.9027016e-07,""
1556,"bs_selcoff_gp:9(9,1,1,5)",-0.67671265,-20,7,-2.1158015e-06,""
1557,"bs_selcoff_gp:10(10,1,1,1)",-2.9731493,-20,7,6.8891165e-06,""
1558,"bs_selcoff_gp:10(10,1,1,2)",-1.276533,-20,7,5.8196518e-06,""
1559,"bs_selcoff_gp:10(10,1,1,3)",0.1152905,-20,7,3.2024198e-05,""
1560,"bs_selcoff_gp:10(10,1,1,4)",0.66850503,-20,7,-1.1128628e-05,""
1561,"bs_selcoff_gp:10(10,1,1,5)",0.46771418,-20,7,-7.3976971e-06,""
1562,"bs_selcoff_gp:11(11,1,1,1)",-6.545417,-20,7,-4.1600398e-06,""
1563,"bs_selcoff_gp:11(11,1,1,2)",-2.7093388,-20,7,-1.7369719e-05,""
1564,"bs_selcoff_gp:11(11,1,1,3)",0.38002577,-20,7,-4.15846e-06,""
1565,"bs_selcoff_gp:11(11,1,1,4)",0.998621,-20,7,-9.9517303e-07,""
1566,"bs_selcoff_gp:11(11,1,1,5)",-0.28087633,-20,7,5.4910806e-06,""
1567,"bs_selcoff_gp:12(12,1,1,1)",0.74079607,-20,7,-1.9384641e-05,""
1568,"bs_selcoff_gp:12(12,1,1,2)",0.77226086,-20,7,1.6567849e-05,""
1569,"bs_selcoff_gp:12(12,1,1,3)",-0.61972596,-20,7,1.9813971e-05,""
1570,"bs_selcoff_gp:12(12,1,1,4)",-1.8711448,-20,7,-2.1615493e-05,""
1571,"bs_selcoff_gp:12(12,1,1,5)",-3.0856483,-20,7,-4.1399997e-06,""
1572,"bs_selcoff_gp:13(13,1,1,1)",-0.53456766,-20,7,1.7047369e-05,""
1573,"bs_selcoff_gp:13(13,1,1,2)",1.1205717,-20,7,-1.0756132e-05,""
1574,"bs_selcoff_gp:13(13,1,1,3)",-0.17491852,-20,7,2.2048653e-05,""
1575,"bs_selcoff_gp:13(13,1,1,4)",-0.79519199,-20,7,2.078178e-05,""
1576,"bs_selcoff_gp:13(13,1,1,5)",-2.8743008,-20,7,-1.034957e-05,""
1577,"bs_selcoff_gp:14(14,1,1,1)",-5.935245,-20,7,-3.2360126e-06,""
1578,"bs_selcoff_gp:14(14,1,1,2)",-1.5919469,-20,7,-3.0029542e-07,""
1579,"bs_selcoff_gp:14(14,1,1,3)",0.11054983,-20,7,1.4660844e-05,""
1580,"bs_selcoff_gp:14(14,1,1,4)",0.41753633,-20,7,-1.0864922e-05,""
1581,"bs_selcoff_gp:14(14,1,1,5)",0.76951469,-20,7,2.8047287e-06,""
1582,"bs_selcoff_gp:15(15,1,1,1)",-1.9441999,-20,7,1.7891553e-05,""
1583,"bs_selcoff_gp:15(15,1,1,2)",-0.599973,-20,7,3.8809392e-06,""
1584,"bs_selcoff_gp:15(15,1,1,3)",-2.7895343,-20,7,-8.0875776e-06,""
1585,"bs_selcoff_gp:15(15,1,1,4)",1.0239074,-20,7,-3.1121867e-06,""
1586,"bs_selcoff_gp:15(15,1,1,5)",0.38019678,-20,7,6.4002079e-06,""
1587,"bs_selcoff_gp:16(16,1,1,1)",-0.38102191,-20,7,-3.1255851e-05,""
1588,"bs_selcoff_gp:16(16,1,1,2)",1.3334714,-20,7,-2.9361349e-06,""
1589,"bs_selcoff_gp:16(16,1,1,3)",-6.5425605,-20,7,1.0143769e-05,""
1590,"bs_selcoff_gp:16(16,1,1,4)",-0.65122753,-20,7,3.2677656e-05,""
1591,"bs_selcoff_gp:16(16,1,1,5)",-19.999998,-20,7,5.827974e-07,"*"
1592,"bs_selcoff_gp:17(17,1,1,1)",-0.24455095,-20,7,-1.4089156e-05,""
1593,"bs_selcoff_gp:17(17,1,1,2)",1.3809635,-20,7,6.3364945e-06,""
1594,"bs_selcoff_gp:17(17,1,1,3)",-8.4101893,-20,7,-5.3944651e-06,""
1595,"bs_selcoff_gp:17(17,1,1,4)",-1.4355424,-20,7,7.5243544e-06,""
1596,"bs_selcoff_gp:17(17,1,1,5)",-13.944658,-20,7,-7.2001524e-07,""
1597,"bs_selcoff_gp:18(18,1,1,1)",-0.13351993,-20,7,1.1795638e-06,""
1598,"bs_selcoff_gp:18(18,1,1,2)",1.3008088,-20,7,-3.3144256e-06,""
1599,"bs_selcoff_gp:18(18,1,1,3)",-1.0690041,-20,7,4.9031915e-06,""
1600,"bs_selcoff_gp:18(18,1,1,4)",-2.3914079,-20,7,1.2093504e-05,""
1601,"bs_selcoff_gp:18(18,1,1,5)",-4.024414,-20,7,-1.0210853e-05,""
1602,"bs_selcoff_gp:19(19,1,1,1)",-0.95397697,-20,7,1.0097954e-05,""
1603,"bs_selcoff_gp:19(19,1,1,2)",1.3865877,-20,7,1.6118504e-07,""
1604,"bs_selcoff_gp:19(19,1,1,3)",-0.78643913,-20,7,-1.1216442e-05,""
1605,"bs_selcoff_gp:19(19,1,1,4)",-1.8579504,-20,7,-3.5146363e-06,""
1606,"bs_selcoff_gp:19(19,1,1,5)",-6.1348125,-20,7,1.7412584e-05,""
1607,"bs_selcoff_gp:20(20,1,1,1)",-4.3532612,-20,7,-7.1877183e-06,""
1608,"bs_selcoff_gp:20(20,1,1,2)",-0.50101661,-20,7,1.1276583e-05,""
1609,"bs_selcoff_gp:20(20,1,1,3)",0.12827539,-20,7,3.8947735e-08,""
1610,"bs_selcoff_gp:20(20,1,1,4)",1.1182473,-20,7,-3.0600724e-06,""
1611,"bs_selcoff_gp:20(20,1,1,5)",-1.6881144,-20,7,6.3566436e-07,""
1612,"bs_selcoff_gp:21(21,1,1,1)",-1.9056021,-20,7,2.4818879e-06,""
1613,"bs_selcoff_gp:21(21,1,1,2)",1.2358404,-20,7,-3.1161805e-05,""
1614,"bs_selcoff_gp:21(21,1,1,3)",-1.7541818,-20,7,-2.2409238e-06,""
1615,"bs_selcoff_gp:21(21,1,1,4)",0.19114921,-20,7,4.2300743e-05,""
1616,"bs_selcoff_gp:21(21,1,1,5)",-3.6377503,-20,7,1.2495218e-05,""
1617,"bs_selcoff_gp:22(22,1,1,1)",0.11672223,-20,7,-2.6960597e-06,""
1618,"bs_selcoff_gp:22(22,1,1,2)",0.72619497,-20,7,-1.0586197e-05,""
1619,"bs_selcoff_gp:22(22,1,1,3)",-0.13582496,-20,7,-9.2695122e-06,""
1620,"bs_selcoff_gp:22(22,1,1,4)",-0.13986633,-20,7,1.613256e-05,""
1621,"bs_selcoff_gp:22(22,1,1,5)",-2.7101628,-20,7,3.1467235e-05,""
1622,"bs_selcoff_gp:23(23,1,1,1)",-2.7052921,-20,7,-7.7034002e-06,""
1623,"bs_selcoff_gp:23(23,1,1,2)",0.9872968,-20,7,-9.139182e-06,""
1624,"bs_selcoff_gp:23(23,1,1,3)",0.40290472,-20,7,1.2923432e-05,""
1625,"bs_selcoff_gp:23(23,1,1,4)",-0.56137687,-20,7,-1.6467958e-05,""
1626,"bs_selcoff_gp:23(23,1,1,5)",-1.7005061,-20,7,1.0616796e-05,""
1627,"bs_selcoff_gp:24(24,1,1,1)",-2.6983765,-20,7,1.6548095e-05,""
1628,"bs_selcoff_gp:24(24,1,1,2)",1.5955124,-20,7,-2.8022192e-06,""
1629,"bs_selcoff_gp:24(24,1,1,3)",-6.5775069,-20,7,-1.2566904e-06,""
1630,"bs_selcoff_gp:24(24,1,1,4)",-7.6893392,-20,7,-2.5501179e-06,""
1631,"bs_selcoff_gp:24(24,1,1,5)",-19.999939,-20,7,4.0967119e-07,"*"
1632,"bs_selcoff_gp:25(25,1,1,1)",-2.1848646,-20,7,2.1529417e-06,""
1633,"bs_selcoff_gp:25(25,1,1,2)",1.0359905,-20,7,-2.7205698e-05,""
1634,"bs_selcoff_gp:25(25,1,1,3)",0.80727566,-20,7,1.1021621e-06,""
1635,"bs_selcoff_gp:25(25,1,1,4)",0.28864185,-20,7,1.3965874e-05,""
1636,"bs_selcoff_gp:25(25,1,1,5)",-1.1656065,-20,7,3.4235714e-05,""
1637,"bs_selcoff_gp:25(25,1,1,6)",-2.5329522,-20,7,1.7135416e-05,""
1638,"bs_selcoff_gp:25(25,1,1,7)",-2.2822363,-20,7,7.1354942e-06,""
1639,"bs_selcoff_gp:26(26,1,1,1)",-2.234248,-20,7,-1.6511899e-05,""
1640,"bs_selcoff_gp:26(26,1,1,2)",0.92982776,-20,7,-6.168885e-07,""
1641,"bs_selcoff_gp:26(26,1,1,3)",0.66189779,-20,7,-1.081413e-05,""
1642,"bs_selcoff_gp:26(26,1,1,4)",0.69773817,-20,7,9.379845e-06,""
1643,"bs_selcoff_gp:26(26,1,1,5)",-1.5448548,-20,7,-5.2721421e-05,""
1644,"bs_selcoff_gp:26(26,1,1,6)",-2.0503361,-20,7,-1.152738e-05,""
1645,"bs_selcoff_gp:26(26,1,1,7)",-2.6717349,-20,7,-1.5299828e-05,""
1646,"bs_selcoff_gp:27(27,1,1,1)",-3.1298518,-20,7,-8.7674578e-06,""
1647,"bs_selcoff_gp:27(27,1,1,2)",1.2238964,-20,7,-1.1523116e-05,""
1648,"bs_selcoff_gp:27(27,1,1,3)",-0.26076511,-20,7,1.4716023e-05,""
1649,"bs_selcoff_gp:27(27,1,1,4)",-0.34943049,-20,7,2.5950875e-05,""
1650,"bs_selcoff_gp:27(27,1,1,5)",-2.5217904,-20,7,1.1098345e-06,""
1651,"bs_selcoff_gp:28(28,1,1,1)",-3.0785951,-20,7,5.429845e-07,""
1652,"bs_selcoff_gp:28(28,1,1,2)",0.50026104,-20,7,-4.3348933e-06,""
1653,"bs_selcoff_gp:28(28,1,1,3)",-1.8532461,-20,7,4.3794706e-06,""
1654,"bs_selcoff_gp:28(28,1,1,4)",0.77743196,-20,7,-1.5215928e-06,""
1655,"bs_selcoff_gp:28(28,1,1,5)",-0.028171873,-20,7,1.4682511e-05,""
1656,"bs_selcoff_gp:29(29,1,1,1)",-4.3342459,-20,7,-2.4095141e-05,""
1657,"bs_selcoff_gp:29(29,1,1,2)",-1.3183278,-20,7,-5.8037769e-06,""
1658,"bs_selcoff_gp:29(29,1,1,3)",0.27704312,-20,7,-8.5506326e-06,""
1659,"bs_selcoff_gp:29(29,1,1,4)",0.69103259,-20,7,2.7325762e-06,""
1660,"bs_selcoff_gp:29(29,1,1,5)",0.33954062,-20,7,-4.1218027e-06,""
1661,"bs_selcoff_gp:30(30,1,1,1)",-4.9536936,-20,7,1.3071314e-05,""
1662,"bs_selcoff_gp:30(30,1,1,2)",-0.21050908,-20,7,-6.98447e-06,""
1663,"bs_selcoff_gp:30(30,1,1,3)",0.085845993,-20,7,-1.5944846e-06,""
1664,"bs_selcoff_gp:30(30,1,1,4)",1.0205547,-20,7,-1.1328407e-06,""
1665,"bs_selcoff_gp:30(30,1,1,5)",-1.1444623,-20,7,-3.3078268e-05,""
1666,"bs_selcoff_gp:31(31,1,1,1)",-5.4474205,-20,7,-7.029951e-06,""
1667,"bs_selcoff_gp:31(31,1,1,2)",-1.8504632,-20,7,-4.492349e-08,""
1668,"bs_selcoff_gp:31(31,1,1,3)",-0.0037804303,-20,7,-5.3987974e-06,""
1669,"bs_selcoff_gp:31(31,1,1,4)",1.234189,-20,7,2.152666e-06,""
1670,"bs_selcoff_gp:31(31,1,1,5)",-0.89965819,-20,7,-2.5713964e-06,""
1671,"bs_selcoff_gp:32(32,1,1,1)",-4.3296105,-20,7,-1.0538918e-06,""
1672,"bs_selcoff_gp:32(32,1,1,2)",-2.1213199,-20,7,-5.0261014e-07,""
1673,"bs_selcoff_gp:32(32,1,1,3)",-0.072138625,-20,7,-1.3174557e-05,""
1674,"bs_selcoff_gp:32(32,1,1,4)",1.0194752,-20,7,-3.8459572e-06,""
1675,"bs_selcoff_gp:32(32,1,1,5)",0.15255815,-20,7,3.5886932e-06,""
1676,"bs_selcoff_gp:33(33,1,1,1)",-5.4315269,-20,7,-4.4151379e-06,""
1677,"bs_selcoff_gp:33(33,1,1,2)",-3.4133733,-20,7,-5.7499413e-07,""
1678,"bs_selcoff_gp:33(33,1,1,3)",-0.17038223,-20,7,3.0078242e-06,""
1679,"bs_selcoff_gp:33(33,1,1,4)",0.16450426,-20,7,3.8140645e-06,""
1680,"bs_selcoff_gp:33(33,1,1,5)",1.0785942,-20,7,-2.0283937e-06,""
1681,"recr(2)",0.61434237,-20,20,2.2071813e-05,""
1682,"recr(3)",0.66163573,-20,20,-2.0607448e-05,""
1683,"recr(4)",0.56169869,-20,20,-4.4570275e-05,""
1684,"recr(5)",0.54748605,-20,20,2.1425352e-05,""
1685,"recr(6)",1.2912891,-20,20,1.8105429e-05,""
1686,"recr(7)",-1.0283656,-20,20,-2.1866864e-06,""
1687,"recr(8)",-1.1844085,-20,20,5.7363209e-06,""
1688,"recr(9)",-0.18596609,-20,20,-3.8573711e-06,""
1689,"recr(10)",1.9736434,-20,20,-1.247096e-05,""
1690,"recr(11)",-1.3877148,-20,20,-1.1750128e-05,""
1691,"recr(12)",-1.4249237,-20,20,5.0503083e-06,""
1692,"recr(13)",1.6354636,-20,20,-6.2770706e-06,""
1693,"recr(14)",1.4131797,-20,20,-8.8515879e-06,""
1694,"recr(15)",-2.1372417,-20,20,-1.2164478e-05,""
1695,"recr(16)",-2.5151025,-20,20,-4.9477561e-06,""
