"Index","Parameter","Estimate","L_bound","U_bound","Gradient","Note"
699,"region_rec_diffs(3,61)",-1.5217647,-3,3,5.7908085e-06,""
700,"region_rec_diffs(3,62)",0.032460841,-3,3,-2.080674e-06,""
701,"region_rec_diffs(3,63)",-1.1994062,-3,3,1.1479493e-06,""
702,"region_rec_diffs(3,64)",-1.582642,-3,3,3.7255807e-06,""
703,"region_rec_diffs(3,65)",-1.791392,-3,3,1.6538767e-06,""
704,"region_rec_diffs(3,66)",0.020114298,-3,3,5.7744925e-06,""
705,"region_rec_diffs(3,67)",-0.22692887,-3,3,-4.5758539e-06,""
706,"region_rec_diffs(3,68)",-1.9053655,-3,3,-3.223406e-06,""
707,"region_rec_diffs(3,69)",-0.76848585,-3,3,-1.151654e-05,""
708,"region_rec_diffs(3,70)",-0.034319683,-3,3,-1.1604776e-05,""
709,"region_rec_diffs(3,71)",-0.28844715,-3,3,-8.597313e-06,""
710,"region_rec_diffs(3,72)",-1.4939028,-3,3,9.4080041e-06,""
711,"region_rec_diffs(3,73)",0.096535564,-3,3,3.7285711e-06,""
712,"region_rec_diffs(3,74)",-0.35073859,-3,3,1.1257812e-05,""
713,"region_rec_diffs(3,75)",-0.13014928,-3,3,-3.1145841e-06,""
714,"region_rec_diffs(3,76)",-1.8165219,-3,3,6.0601736e-08,""
715,"region_rec_diffs(3,77)",-0.11555099,-3,3,4.3235648e-06,""
716,"region_rec_diffs(3,78)",-1.7005037,-3,3,-7.6928019e-06,""
717,"region_rec_diffs(3,79)",-0.26784098,-3,3,3.1216728e-06,""
718,"region_rec_diffs(3,80)",-0.62301921,-3,3,2.1065566e-05,""
719,"region_rec_diffs(3,81)",-1.0901857,-3,3,5.6969712e-06,""
720,"region_rec_diffs(3,82)",-1.374569,-3,3,1.6538194e-06,""
721,"region_rec_diffs(3,83)",-1.835119,-3,3,-5.6248467e-06,""
722,"region_rec_diffs(3,84)",-1.489135,-3,3,-3.9904755e-06,""
723,"region_rec_diffs(3,85)",-1.9696649,-3,3,-4.4479379e-07,""
724,"region_rec_diffs(3,86)",-1.2211829,-3,3,-1.9322781e-06,""
725,"region_rec_diffs(3,87)",-0.37796017,-3,3,7.2104317e-06,""
726,"region_rec_diffs(3,88)",-1.5617836,-3,3,3.5015614e-06,""
727,"region_rec_diffs(3,89)",-2.2355335,-3,3,3.4749347e-06,""
728,"region_rec_diffs(3,90)",0.17026402,-3,3,-4.513275e-05,""
729,"region_rec_diffs(3,91)",0.56956981,-3,3,1.6445684e-07,""
730,"region_rec_diffs(3,92)",-2.1871426,-3,3,-1.2096605e-06,""
731,"region_rec_diffs(3,93)",-0.71355042,-3,3,-5.316714e-06,""
732,"region_rec_diffs(3,94)",-0.90014469,-3,3,-8.5253895e-06,""
733,"region_rec_diffs(3,95)",0.24837392,-3,3,1.5430575e-06,""
734,"region_rec_diffs(3,96)",0.53903453,-3,3,3.2984157e-06,""
735,"region_rec_diffs(3,97)",0.43306288,-3,3,8.1113467e-07,""
736,"region_rec_diffs(3,98)",-0.10177256,-3,3,-3.2609877e-06,""
737,"region_rec_diffs(3,99)",0.53670856,-3,3,3.1771497e-06,""
738,"region_rec_diffs(3,100)",-1.3419767,-3,3,1.610807e-06,""
739,"region_rec_diffs(3,101)",0.26343746,-3,3,9.6732673e-07,""
740,"region_rec_diffs(3,102)",-0.40273862,-3,3,-2.0296241e-08,""
741,"region_rec_diffs(3,103)",-0.94523165,-3,3,-3.9132906e-06,""
742,"region_rec_diffs(3,104)",-0.084817204,-3,3,1.3605644e-05,""
743,"region_rec_diffs(3,105)",0.38629822,-3,3,2.103133e-06,""
744,"region_rec_diffs(3,106)",0.17985613,-3,3,-2.0566345e-06,""
745,"region_rec_diffs(3,107)",6.7703224e-05,-3,3,-4.2747529e-06,""
746,"region_rec_diffs(3,108)",0.10861718,-3,3,2.4590241e-05,""
747,"region_rec_diffs(3,109)",0.099077467,-3,3,-1.5205789e-06,""
748,"region_rec_diffs(3,110)",0.044694099,-3,3,-4.8695225e-06,""
749,"region_rec_diffs(3,111)",0.52856331,-3,3,-8.7230169e-07,""
750,"region_rec_diffs(3,112)",-0.63681637,-3,3,1.7529366e-06,""
751,"region_rec_diffs(3,113)",0.28465883,-3,3,-8.4233558e-07,""
752,"region_rec_diffs(3,114)",0.36984541,-3,3,2.3996174e-06,""
753,"region_rec_diffs(3,115)",0.60125112,-3,3,1.3228941e-06,""
754,"region_rec_diffs(3,116)",0.2611427,-3,3,3.0159274e-06,""
755,"region_rec_diffs(3,117)",-0.91271718,-3,3,1.739682e-06,""
756,"region_rec_diffs(3,118)",0.23300177,-3,3,1.5188118e-05,""
757,"region_rec_diffs(3,119)",-0.66434466,-3,3,1.8061897e-05,""
758,"region_rec_diffs(3,120)",0.3996799,-3,3,4.1032397e-07,""
759,"region_rec_diffs(3,121)",0.11059025,-3,3,-2.3931819e-06,""
760,"region_rec_diffs(3,122)",0.59576299,-3,3,2.7211693e-06,""
761,"region_rec_diffs(3,123)",-0.4630625,-3,3,5.3871504e-07,""
762,"region_rec_diffs(3,124)",-0.85786367,-3,3,3.2886086e-06,""
763,"region_rec_diffs(3,125)",0.24376703,-3,3,1.4184405e-05,""
764,"region_rec_diffs(3,126)",-1.2088811,-3,3,-6.7372046e-06,""
765,"region_rec_diffs(3,127)",-0.044979695,-3,3,-8.7902632e-07,""
766,"region_rec_diffs(3,128)",0.28122922,-3,3,-3.7704705e-06,""
767,"region_rec_diffs(3,129)",0.74359551,-3,3,-1.1404458e-06,""
768,"region_rec_diffs(3,130)",0.6072116,-3,3,-2.8091367e-06,""
769,"region_rec_diffs(3,131)",-0.26234087,-3,3,1.1679447e-05,""
770,"region_rec_diffs(3,132)",0.54602733,-3,3,-5.1751e-07,""
771,"region_rec_diffs(3,133)",-0.51853748,-3,3,1.5984153e-05,""
772,"region_rec_diffs(3,134)",-0.16592358,-3,3,2.4265076e-06,""
773,"region_rec_diffs(3,135)",-0.98240306,-3,3,1.3321441e-05,""
774,"region_rec_diffs(3,136)",-1.332568,-3,3,3.5941015e-06,""
775,"region_rec_diffs(3,137)",0.19806189,-3,3,-5.5949883e-06,""
776,"region_rec_diffs(3,138)",-0.0030342701,-3,3,-1.0646361e-05,""
777,"region_rec_diffs(3,139)",-0.79520337,-3,3,7.1116399e-06,""
778,"region_rec_diffs(3,140)",-0.17838427,-3,3,-9.0961803e-06,""
779,"region_rec_diffs(3,141)",0.57213556,-3,3,3.9370239e-06,""
780,"region_rec_diffs(3,142)",0.077310807,-3,3,9.4302554e-06,""
781,"region_rec_diffs(3,143)",0.63772869,-3,3,3.2831134e-06,""
782,"region_rec_diffs(3,144)",-0.48168327,-3,3,3.2345512e-06,""
783,"region_rec_diffs(3,145)",0.061264947,-3,3,2.3385987e-06,""
784,"region_rec_diffs(3,146)",-0.6178569,-3,3,7.7543946e-07,""
785,"region_rec_diffs(3,147)",-0.08277935,-3,3,-1.1019407e-05,""
786,"region_rec_diffs(3,148)",-1.3905281,-3,3,5.2597556e-07,""
787,"region_rec_diffs(3,149)",-1.3479744,-3,3,8.1520603e-07,""
788,"region_rec_diffs(3,150)",-0.48786634,-3,3,-4.0477437e-06,""
789,"region_rec_diffs(3,151)",-2.0050522,-3,3,-1.7537972e-07,""
790,"region_rec_diffs(3,152)",-1.8411065,-3,3,2.3358116e-06,""
791,"region_rec_diffs(3,153)",-1.7766504,-3,3,-1.2204212e-05,""
792,"region_rec_diffs(3,154)",0.08582838,-3,3,6.516938e-06,""
793,"region_rec_diffs(3,155)",-0.31935643,-3,3,-4.1973994e-06,""
794,"region_rec_diffs(3,156)",-1.8162012,-3,3,1.7915027e-06,""
795,"region_rec_diffs(3,157)",-1.2074737,-3,3,-1.0899374e-05,""
796,"region_rec_diffs(3,158)",0.64309997,-3,3,-6.838614e-07,""
797,"region_rec_diffs(3,159)",0.65860118,-3,3,1.2081998e-06,""
798,"region_rec_diffs(3,160)",-1.7786991,-3,3,4.2075251e-06,""
799,"region_rec_diffs(3,161)",-1.3636634,-3,3,-4.8482597e-06,""
800,"region_rec_diffs(3,162)",0.3743485,-3,3,2.0589918e-06,""
801,"region_rec_diffs(3,163)",-1.2904847,-3,3,5.3359051e-06,""
802,"region_rec_diffs(3,164)",-1.3154364,-3,3,-9.5870438e-07,""
803,"region_rec_diffs(3,165)",-0.41231415,-3,3,6.0457759e-06,""
804,"region_rec_diffs(3,166)",0.042807882,-3,3,-3.6818884e-06,""
805,"region_rec_diffs(3,167)",-0.13075515,-3,3,9.777031e-06,""
806,"region_rec_diffs(3,168)",-1.2153204,-3,3,-3.5255651e-06,""
807,"region_rec_diffs(3,169)",-1.3657259,-3,3,-1.3914911e-07,""
808,"region_rec_diffs(3,170)",-1.9847828,-3,3,3.2120963e-06,""
809,"region_rec_diffs(3,171)",-1.5507647,-3,3,-2.9801629e-06,""
810,"region_rec_diffs(3,172)",-2.8039659,-3,3,-9.4783096e-06,""
811,"region_rec_diffs(3,173)",-1.5862541,-3,3,-5.2291885e-07,""
812,"region_rec_diffs(3,174)",-0.38774151,-3,3,1.4123106e-05,""
813,"region_rec_diffs(3,175)",-0.55250144,-3,3,3.1353175e-06,""
814,"region_rec_diffs(3,176)",-1.540528,-3,3,1.3978348e-06,""
815,"region_rec_diffs(3,177)",-0.31232856,-3,3,6.2766216e-06,""
816,"region_rec_diffs(3,178)",0.36744341,-3,3,2.8737436e-06,""
817,"region_rec_diffs(3,179)",-0.23045665,-3,3,3.1260279e-07,""
818,"region_rec_diffs(3,180)",-0.43466086,-3,3,7.7765744e-07,""
819,"region_rec_diffs(3,181)",-0.52462527,-3,3,6.2142463e-06,""
820,"region_rec_diffs(3,182)",-0.40533042,-3,3,-1.0959256e-05,""
821,"region_rec_diffs(3,183)",-0.78058821,-3,3,-9.593795e-06,""
822,"region_rec_diffs(3,184)",0.27212693,-3,3,-5.7128154e-06,""
823,"region_rec_diffs(3,185)",-0.76831757,-3,3,4.2705399e-06,""
824,"region_rec_diffs(3,186)",-0.7320313,-3,3,7.3097446e-06,""
825,"region_rec_diffs(3,187)",-0.24461471,-3,3,7.1104127e-06,""
826,"region_rec_diffs(3,188)",-0.083808234,-3,3,-6.4454823e-06,""
827,"region_rec_diffs(3,189)",0.19425356,-3,3,2.6762921e-08,""
828,"region_rec_diffs(3,190)",-0.36899162,-3,3,1.7447812e-05,""
829,"region_rec_diffs(3,191)",0.31658242,-3,3,-6.1506949e-07,""
830,"region_rec_diffs(3,192)",0.59905787,-3,3,4.350831e-06,""
831,"region_rec_diffs(3,193)",0.53146897,-3,3,-1.5893583e-06,""
832,"region_rec_diffs(3,194)",-1.4433568,-3,3,-2.5645059e-06,""
833,"region_rec_diffs(3,195)",-0.39562403,-3,3,-3.0268781e-06,""
834,"region_rec_diffs(3,196)",0.579707,-3,3,3.3415339e-06,""
835,"region_rec_diffs(3,197)",-0.19514264,-3,3,-2.8248927e-06,""
836,"region_rec_diffs(3,198)",-1.2427544,-3,3,-9.3880554e-06,""
837,"region_rec_diffs(3,199)",-1.7662572,-3,3,6.6538291e-06,""
838,"region_rec_diffs(3,200)",-1.0831056,-3,3,-2.4757726e-06,""
839,"region_rec_diffs(3,201)",-1.2102103,-3,3,-1.4144019e-05,""
840,"region_rec_diffs(3,202)",-0.9490707,-3,3,1.434878e-06,""
841,"region_rec_diffs(3,203)",-2.5605471,-3,3,-2.0278425e-06,""
842,"region_rec_diffs(3,204)",-1.7160253,-3,3,2.0270784e-06,""
843,"region_rec_diffs(3,205)",-1.3644358,-3,3,-4.8028922e-07,""
844,"region_rec_diffs(3,206)",-1.3674215,-3,3,4.060675e-06,""
845,"region_rec_diffs(3,207)",-1.1260278,-3,3,-1.2741584e-08,""
846,"region_rec_diffs(3,208)",-1.2066009,-3,3,-3.1356606e-06,""
847,"region_rec_diffs(3,209)",-0.96086136,-3,3,-1.4456211e-05,""
848,"region_rec_diffs(3,210)",-1.7420881,-3,3,2.8434958e-06,""
849,"region_rec_diffs(3,211)",-1.438336,-3,3,8.6402617e-06,""
850,"region_rec_diffs(3,212)",-1.0762129,-3,3,1.6133019e-06,""
851,"region_rec_diffs(3,213)",-1.3559685,-3,3,3.2244435e-06,""
852,"region_rec_diffs(3,214)",-1.2405115,-3,3,4.0122341e-06,""
853,"region_rec_diffs(3,215)",-1.8004655,-3,3,3.8118055e-06,""
854,"region_rec_diffs(3,216)",-1.492323,-3,3,-3.9297961e-06,""
855,"region_rec_diffs(3,217)",-2.5096488,-3,3,-2.5269382e-06,""
856,"region_rec_diffs(3,218)",-1.561644,-3,3,-1.883743e-05,""
857,"region_rec_diffs(3,219)",-1.1667506,-3,3,9.4289814e-07,""
858,"region_rec_diffs(3,220)",-1.6299243,-3,3,-6.3932792e-06,""
859,"region_rec_diffs(3,221)",-2.071245,-3,3,-5.2243757e-06,""
860,"region_rec_diffs(3,222)",0.027222492,-3,3,1.36384e-05,""
861,"region_rec_diffs(3,223)",0.59342395,-3,3,5.1284824e-06,""
862,"region_rec_diffs(3,224)",0.42009992,-3,3,-2.6365571e-07,""
863,"region_rec_diffs(3,225)",-1.0324972,-3,3,-7.497973e-06,""
864,"region_rec_diffs(3,226)",-0.29619038,-3,3,-1.8500859e-05,""
865,"region_rec_diffs(3,227)",0.32016197,-3,3,5.9871884e-07,""
866,"region_rec_diffs(3,228)",-0.0090672492,-3,3,-1.1593059e-05,""
867,"region_rec_diffs(3,229)",-0.89343939,-3,3,-2.6623278e-06,""
868,"region_rec_diffs(3,230)",0.18339563,-3,3,-8.0591655e-07,""
869,"region_rec_diffs(3,231)",-0.34956194,-3,3,-2.4947721e-05,""
870,"region_rec_diffs(3,232)",-0.58897539,-3,3,-3.6072437e-06,""
871,"region_rec_diffs(3,233)",0.5713206,-3,3,-2.4410454e-06,""
872,"region_rec_diffs(3,234)",0.65353278,-3,3,-6.5514894e-07,""
873,"region_rec_diffs(3,235)",-0.084669381,-3,3,8.7727681e-06,""
874,"region_rec_diffs(3,236)",-1.1203164,-3,3,-2.517299e-06,""
875,"region_rec_diffs(3,237)",-0.42214107,-3,3,2.4633256e-05,""
876,"region_rec_diffs(3,238)",-0.017451219,-3,3,1.5350523e-05,""
877,"region_rec_diffs(3,239)",-0.92566021,-3,3,7.6379277e-06,""
878,"region_rec_diffs(3,240)",0.73195288,-3,3,-9.016709e-07,""
879,"region_rec_diffs(3,241)",0.092380358,-3,3,7.1876586e-06,""
880,"region_rec_diffs(3,242)",0.23042429,-3,3,-3.7264513e-06,""
881,"region_rec_diffs(3,243)",-0.58208021,-3,3,4.8390831e-06,""
882,"region_rec_diffs(3,244)",-0.81317435,-3,3,5.7741431e-06,""
883,"region_rec_diffs(3,245)",0.043950501,-3,3,1.9895726e-05,""
884,"region_rec_diffs(3,246)",0.62063141,-3,3,3.9253821e-07,""
885,"region_rec_diffs(3,247)",0.18445321,-3,3,-3.2631921e-06,""
886,"region_rec_diffs(3,248)",0.15317569,-3,3,-1.3824856e-06,""
887,"region_rec_diffs(3,249)",0.096038282,-3,3,-1.6657008e-06,""
888,"region_rec_diffs(3,250)",0.5953485,-3,3,1.1887182e-06,""
889,"region_rec_diffs(3,251)",0.14340474,-3,3,1.2317062e-05,""
890,"region_rec_diffs(3,252)",0.16808907,-3,3,-1.3429319e-05,""
891,"region_rec_diffs(3,253)",0.24274303,-3,3,8.5045422e-07,""
892,"region_rec_diffs(3,254)",0.13104266,-3,3,7.575157e-07,""
893,"region_rec_diffs(3,255)",0.55326362,-3,3,-2.3853878e-06,""
894,"region_rec_diffs(3,256)",0.53835445,-3,3,7.7907834e-07,""
895,"region_rec_diffs(3,257)",0.14302736,-3,3,-1.9000642e-06,""
896,"region_rec_diffs(3,258)",-0.30855291,-3,3,4.267632e-06,""
897,"region_rec_diffs(3,259)",0.034697521,-3,3,-3.6194267e-07,""
898,"region_rec_diffs(3,260)",-0.37311031,-3,3,1.7474375e-05,""
899,"region_rec_diffs(3,261)",0.48813836,-3,3,1.7765569e-06,""
900,"region_rec_diffs(3,262)",0.14328011,-3,3,1.3766185e-07,""
901,"region_rec_diffs(3,263)",0.1061687,-3,3,-1.3552761e-07,""
902,"region_rec_diffs(3,264)",0.18395156,-3,3,-4.2036457e-06,""
903,"region_rec_diffs(3,265)",0.052892394,-3,3,1.5137345e-05,""
904,"region_rec_diffs(3,266)",0.035465457,-3,3,1.0489592e-06,""
905,"region_rec_diffs(3,267)",-0.02870503,-3,3,-3.1543841e-06,""
906,"region_rec_diffs(3,268)",0.58771209,-3,3,2.211399e-06,""
907,"region_rec_diffs(3,269)",0.42922251,-3,3,1.1359795e-06,""
908,"region_rec_diffs(3,270)",-0.044288748,-3,3,-1.9460028e-05,""
909,"region_rec_diffs(3,271)",-2.1027975,-3,3,-6.5508265e-06,""
910,"region_rec_diffs(3,272)",-1.0758749,-3,3,2.7847956e-06,""
911,"region_rec_diffs(3,273)",-0.78458499,-3,3,-6.27567e-07,""
912,"region_rec_diffs(3,274)",-1.3168994,-3,3,8.842446e-07,""
913,"region_rec_diffs(3,275)",-0.8953645,-3,3,3.2987796e-06,""
914,"region_rec_diffs(3,276)",-1.3912175,-3,3,2.6170755e-06,""
915,"region_rec_diffs(3,277)",-1.3165672,-3,3,-8.1690932e-07,""
916,"region_rec_diffs(3,278)",-1.5960305,-3,3,5.490214e-06,""
917,"region_rec_diffs(3,279)",-0.16750062,-3,3,-6.7446759e-06,""
918,"region_rec_diffs(3,280)",0.35074609,-3,3,7.1411314e-06,""
919,"region_rec_diffs(3,281)",0.16757622,-3,3,-5.4057417e-06,""
920,"region_rec_diffs(3,282)",0.20878796,-3,3,-4.8417673e-06,""
921,"region_rec_diffs(3,283)",-0.81001281,-3,3,1.7747947e-05,""
922,"region_rec_diffs(3,284)",-0.04968364,-3,3,1.0529565e-05,""
923,"region_rec_diffs(3,285)",0.25780802,-3,3,-7.2785387e-07,""
924,"region_rec_diffs(3,286)",-0.0071737293,-3,3,-9.1517248e-06,""
925,"region_rec_diffs(3,287)",-0.68390993,-3,3,1.8217341e-07,""
926,"region_rec_diffs(3,288)",-0.80009894,-3,3,1.7285578e-05,""
927,"region_rec_diffs(3,289)",-0.79999601,-3,3,1.1460423e-05,""
928,"region_rec_diffs(3,290)",-2.2386162,-3,3,1.621884e-06,""
929,"region_rec_diffs(3,291)",-1.9844882,-3,3,-6.2849472e-06,""
930,"region_rec_diffs(4,1)",0,-3,3,2.0422558e-16,""
931,"region_rec_diffs(4,2)",-0.70768821,-3,3,4.4976923e-06,""
932,"region_rec_diffs(4,3)",-0.47259113,-3,3,2.4419331e-06,""
933,"region_rec_diffs(4,4)",-0.50406436,-3,3,-2.0896296e-05,""
934,"region_rec_diffs(4,5)",-0.60613723,-3,3,1.5080708e-05,""
935,"region_rec_diffs(4,6)",-0.72097456,-3,3,2.8903916e-06,""
936,"region_rec_diffs(4,7)",-0.023572803,-3,3,-7.0875536e-06,""
937,"region_rec_diffs(4,8)",-0.0027108873,-3,3,-2.5145283e-06,""
938,"region_rec_diffs(4,9)",0.021971978,-3,3,1.1082036e-06,""
939,"region_rec_diffs(4,10)",0.053725868,-3,3,1.6706102e-07,""
940,"region_rec_diffs(4,11)",0.059506704,-3,3,1.1247037e-06,""
941,"region_rec_diffs(4,12)",0.039446694,-3,3,1.3599345e-06,""
942,"region_rec_diffs(4,13)",-0.40689481,-3,3,-5.7074426e-08,""
943,"region_rec_diffs(4,14)",-0.91251996,-3,3,1.4885307e-06,""
944,"region_rec_diffs(4,15)",-0.039843719,-3,3,2.1839852e-06,""
945,"region_rec_diffs(4,16)",0.00090143291,-3,3,1.3092583e-06,""
946,"region_rec_diffs(4,17)",-0.065985918,-3,3,7.0917794e-06,""
947,"region_rec_diffs(4,18)",-0.43746222,-3,3,5.7036453e-06,""
948,"region_rec_diffs(4,19)",-0.18959196,-3,3,2.0482649e-06,""
949,"region_rec_diffs(4,20)",-0.012429576,-3,3,-9.5019707e-07,""
950,"region_rec_diffs(4,21)",-0.5269246,-3,3,3.8704139e-06,""
951,"region_rec_diffs(4,22)",-0.44470821,-3,3,7.7754545e-06,""
952,"region_rec_diffs(4,23)",-0.10504662,-3,3,1.6372398e-06,""
953,"region_rec_diffs(4,24)",0.0012405288,-3,3,1.6716292e-06,""
954,"region_rec_diffs(4,25)",-0.74510125,-3,3,-5.1524242e-07,""
955,"region_rec_diffs(4,26)",-0.20701799,-3,3,3.989249e-06,""
956,"region_rec_diffs(4,27)",-1.9357931,-3,3,-1.32923e-06,""
957,"region_rec_diffs(4,28)",-0.14470661,-3,3,1.9302375e-06,""
958,"region_rec_diffs(4,29)",-1.1918657,-3,3,-2.5470252e-06,""
959,"region_rec_diffs(4,30)",-0.19705493,-3,3,-2.4580295e-06,""
960,"region_rec_diffs(4,31)",-0.061362771,-3,3,-5.7284525e-06,""
961,"region_rec_diffs(4,32)",0.015625628,-3,3,-1.475167e-06,""
962,"region_rec_diffs(4,33)",0.22870073,-3,3,2.3261633e-06,""
963,"region_rec_diffs(4,34)",0.973615,-3,3,7.8774615e-06,""
964,"region_rec_diffs(4,35)",0.031691054,-3,3,1.1279382e-06,""
965,"region_rec_diffs(4,36)",-0.044708255,-3,3,-4.462565e-06,""
966,"region_rec_diffs(4,37)",-0.60916402,-3,3,5.2000261e-06,""
967,"region_rec_diffs(4,38)",0.048448198,-3,3,1.3013773e-06,""
968,"region_rec_diffs(4,39)",0.041549014,-3,3,1.7183878e-06,""
969,"region_rec_diffs(4,40)",-0.18098786,-3,3,-1.8469406e-06,""
970,"region_rec_diffs(4,41)",-0.023497701,-3,3,2.251061e-07,""
971,"region_rec_diffs(4,42)",-0.86821159,-3,3,-3.8655199e-06,""
972,"region_rec_diffs(4,43)",1.6813171,-3,3,-6.3258691e-06,""
973,"region_rec_diffs(4,44)",-0.16793337,-3,3,-8.1102118e-07,""
974,"region_rec_diffs(4,45)",0.0080826206,-3,3,-9.0730941e-06,""
975,"region_rec_diffs(4,46)",0.14321433,-3,3,-1.5030978e-06,""
976,"region_rec_diffs(4,47)",0.27254475,-3,3,2.9486395e-06,""
977,"region_rec_diffs(4,48)",-0.62835686,-3,3,1.1870074e-06,""
978,"region_rec_diffs(4,49)",1.5877997,-3,3,-1.8182966e-05,""
979,"region_rec_diffs(4,50)",-0.87578917,-3,3,1.6146699e-06,""
980,"region_rec_diffs(4,51)",0.052135879,-3,3,1.7880424e-07,""
981,"region_rec_diffs(4,52)",0.28702363,-3,3,-1.9373614e-06,""
982,"region_rec_diffs(4,53)",0.74603919,-3,3,-2.0895402e-05,""
983,"region_rec_diffs(4,54)",0.083260435,-3,3,-8.3629435e-07,""
984,"region_rec_diffs(4,55)",0.098766316,-3,3,-1.8222208e-06,""
985,"region_rec_diffs(4,56)",1.043626,-3,3,3.3566763e-06,""
986,"region_rec_diffs(4,57)",0.36516397,-3,3,-3.7853859e-08,""
987,"region_rec_diffs(4,58)",1.3724535,-3,3,2.0080359e-06,""
988,"region_rec_diffs(4,59)",0.052155389,-3,3,-1.1493578e-06,""
989,"region_rec_diffs(4,60)",1.5092535,-3,3,1.4365438e-05,""
990,"region_rec_diffs(4,61)",-0.092572082,-3,3,-2.2164459e-06,""
991,"region_rec_diffs(4,62)",0.15829185,-3,3,2.9035357e-06,""
992,"region_rec_diffs(4,63)",-0.31319325,-3,3,1.1816377e-06,""
993,"region_rec_diffs(4,64)",-0.37094187,-3,3,2.3522648e-06,""
994,"region_rec_diffs(4,65)",1.7670909,-3,3,2.9015534e-05,""
995,"region_rec_diffs(4,66)",0.099845437,-3,3,-6.1911912e-07,""
996,"region_rec_diffs(4,67)",-0.014514514,-3,3,-2.6660369e-06,""
997,"region_rec_diffs(4,68)",-0.60327265,-3,3,-2.2888004e-06,""
998,"region_rec_diffs(4,69)",1.8529359,-3,3,1.5624021e-05,""
999,"region_rec_diffs(4,70)",1.2829971,-3,3,-8.0287333e-06,""
1000,"region_rec_diffs(4,71)",0.036846655,-3,3,-4.3372232e-06,""
1001,"region_rec_diffs(4,72)",0.39386774,-3,3,7.6526937e-06,""
1002,"region_rec_diffs(4,73)",0.95446553,-3,3,-2.2459167e-06,""
1003,"region_rec_diffs(4,74)",-0.032947055,-3,3,8.0234819e-06,""
1004,"region_rec_diffs(4,75)",0.89405851,-3,3,3.2541291e-06,""
1005,"region_rec_diffs(4,76)",-0.40621509,-3,3,-9.7599927e-06,""
1006,"region_rec_diffs(4,77)",-0.020648948,-3,3,3.6348071e-06,""
1007,"region_rec_diffs(4,78)",1.9501697,-3,3,1.4867036e-06,""
1008,"region_rec_diffs(4,79)",0.07590671,-3,3,2.2234841e-06,""
1009,"region_rec_diffs(4,80)",-0.66271067,-3,3,-1.482269e-06,""
1010,"region_rec_diffs(4,81)",-0.26890734,-3,3,2.6385919e-06,""
1011,"region_rec_diffs(4,82)",0.34726334,-3,3,2.1696665e-06,""
1012,"region_rec_diffs(4,83)",0.38458909,-3,3,5.533645e-06,""
1013,"region_rec_diffs(4,84)",0.083602817,-3,3,-5.9817814e-07,""
1014,"region_rec_diffs(4,85)",1.1860203,-3,3,1.3537862e-05,""
1015,"region_rec_diffs(4,86)",0.1035508,-3,3,6.6473004e-06,""
1016,"region_rec_diffs(4,87)",0.41519231,-3,3,4.7621245e-06,""
1017,"region_rec_diffs(4,88)",1.2308618,-3,3,1.0530249e-06,""
1018,"region_rec_diffs(4,89)",-0.70767015,-3,3,-3.3011489e-06,""
1019,"region_rec_diffs(4,90)",0.028502111,-3,3,-9.6282078e-06,""
1020,"region_rec_diffs(4,91)",-0.84281829,-3,3,1.8720442e-06,""
1021,"region_rec_diffs(4,92)",-0.43467908,-3,3,-2.6126348e-06,""
1022,"region_rec_diffs(4,93)",1.8231631,-3,3,-1.0508143e-06,""
1023,"region_rec_diffs(4,94)",-0.036392608,-3,3,4.9284064e-06,""
1024,"region_rec_diffs(4,95)",-0.38986491,-3,3,1.710146e-06,""
1025,"region_rec_diffs(4,96)",-0.2770435,-3,3,-2.8334964e-06,""
1026,"region_rec_diffs(4,97)",0.10206795,-3,3,-1.6236921e-07,""
1027,"region_rec_diffs(4,98)",0.086764314,-3,3,2.3043134e-06,""
1028,"region_rec_diffs(4,99)",-0.45865959,-3,3,4.5990324e-06,""
1029,"region_rec_diffs(4,100)",-0.37542122,-3,3,2.466546e-06,""
1030,"region_rec_diffs(4,101)",-0.2548693,-3,3,9.9927616e-07,""
1031,"region_rec_diffs(4,102)",0.0076875281,-3,3,-1.9877613e-06,""
1032,"region_rec_diffs(4,103)",-0.18199227,-3,3,-5.3230056e-06,""
1033,"region_rec_diffs(4,104)",1.0092309,-3,3,-1.2518383e-05,""
1034,"region_rec_diffs(4,105)",-0.24441657,-3,3,-2.9065783e-06,""
1035,"region_rec_diffs(4,106)",-0.30594444,-3,3,-2.86446e-07,""
1036,"region_rec_diffs(4,107)",-0.058271428,-3,3,4.1230829e-07,""
1037,"region_rec_diffs(4,108)",-0.038622762,-3,3,5.778226e-06,""
1038,"region_rec_diffs(4,109)",0.068211741,-3,3,-2.5658237e-06,""
1039,"region_rec_diffs(4,110)",0.30761938,-3,3,-2.8624286e-06,""
1040,"region_rec_diffs(4,111)",-0.54947421,-3,3,8.1978524e-07,""
1041,"region_rec_diffs(4,112)",1.1655549,-3,3,-4.7793139e-06,""
1042,"region_rec_diffs(4,113)",-0.079118826,-3,3,-6.1172474e-06,""
1043,"region_rec_diffs(4,114)",-0.27084687,-3,3,-3.1984492e-06,""
1044,"region_rec_diffs(4,115)",-0.60202183,-3,3,-3.1907593e-06,""
1045,"region_rec_diffs(4,116)",-0.38746066,-3,3,-2.6409564e-06,""
1046,"region_rec_diffs(4,117)",1.383679,-3,3,-1.4475838e-05,""
