year,season,fishery,area,catch
2007,3,6,3,65.7704
2008,3,6,3,225.079
2009,3,6,3,140.742
2010,3,6,3,159.974
2011,3,6,3,136.276
2012,3,6,3,68.1428
2013,3,6,3,102.933
2014,3,6,3,10.7512
2015,3,6,3,261.683
2016,3,6,3,126.917
2017,3,6,3,234.753
2018,3,6,3,366.605
2019,3,6,3,258.943
2020,3,6,3,67.3638
2021,3,6,3,123.718
2022,3,6,3,217.978
2023,3,6,3,213.612
2024,3,6,3,159.454
1952,3,7,3,602.891
1953,3,7,3,2533.46
1954,3,7,3,335.225
1955,3,7,3,683.108
1956,3,7,3,912.277
1957,3,7,3,2206.93
1958,3,7,3,2251.94
1959,3,7,3,889.362
1960,3,7,3,1630.78
1961,3,7,3,2675.39
1962,3,7,3,2617.9
1963,3,7,3,3315.38
1964,3,7,3,1517.96
1965,3,7,3,2529.7
1966,3,7,3,2728.13
1967,3,7,3,1618.35
1968,3,7,3,1828.32
1969,3,7,3,2345.73
1970,3,7,3,1661.88
1971,3,7,3,1790.06
1972,3,7,3,3950.82
1973,3,7,3,2008.82
1974,3,7,3,3033.09
1975,3,7,3,2813.96
1976,3,7,3,2475.23
1977,3,7,3,5601.32
1978,3,7,3,2673.54
1979,3,7,3,5744.86
1980,3,7,3,5304.5
1981,3,7,3,2336.5
1982,3,7,3,3147.29
1983,3,7,3,2664.33
1984,3,7,3,3602.94
1985,3,7,3,4222.36
1986,3,7,3,2818.89
1987,3,7,3,4089.09
1988,3,7,3,3940.93
1989,3,7,3,4211.24
1990,3,7,3,6938.49
1991,3,7,3,3382.1
1992,3,7,3,5754.7
1993,3,7,3,4238.46
1994,3,7,3,3659.29
1995,3,7,3,3546.82
1996,3,7,3,2442.09
1997,3,7,3,3855.65
1998,3,7,3,5195.62
1999,3,7,3,3694.92
2000,3,7,3,4998.5
2001,3,7,3,5750.07
2002,3,7,3,7904.09
2003,3,7,3,4571.25
2004,3,7,3,7069.19
2005,3,7,3,5404.19
2006,3,7,3,4111.73
2007,3,7,3,3044.14
2008,3,7,3,3215.59
2009,3,7,3,3912.39
2010,3,7,3,2656.04
2011,3,7,3,3998.79
2012,3,7,3,4454.83
2013,3,7,3,2371.72
2014,3,7,3,6665.92
2015,3,7,3,3832.07
2016,3,7,3,3227.83
2017,3,7,3,2205.11
2018,3,7,3,3015.2
2019,3,7,3,3194.57
2020,3,7,3,1920.6
2021,3,7,3,1928.69
2022,3,7,3,2064.42
2023,3,7,3,2999.43
2024,3,7,3,4051.01
1952,3,8,4,389.274
1953,3,8,4,795.082
1954,3,8,4,448.945
1955,3,8,4,598.479
1956,3,8,4,707.433
1957,3,8,4,1759.72
1958,3,8,4,3115.68
1959,3,8,4,1158.47
1960,3,8,4,2542.28
1961,3,8,4,3728.36
1962,3,8,4,3619.02
1963,3,8,4,2658.78
1964,3,8,4,2112.4
1965,3,8,4,2268.19
1966,3,8,4,1005.98
1967,3,8,4,2454.83
1968,3,8,4,1147.28
1969,3,8,4,1012.81
1970,3,8,4,1632.66
1971,3,8,4,1694.68
1972,3,8,4,3813.21
1973,3,8,4,1276.34
1974,3,8,4,1109.98
1975,3,8,4,2986.68
1976,3,8,4,4291.59
1977,3,8,4,2001.37
1978,3,8,4,1721.3
1979,3,8,4,4766.96
1980,3,8,4,4316.63
1981,3,8,4,2834.34
1982,3,8,4,3748.06
1983,3,8,4,1478.57
1984,3,8,4,5241.86
1985,3,8,4,4807.15
1986,3,8,4,3364.83
1987,3,8,4,6940.48
1988,3,8,4,2253.11
1989,3,8,4,3532.89
1990,3,8,4,5002.04
1991,3,8,4,2485.48
1992,3,8,4,3549.76
1993,3,8,4,6218.49
1994,3,8,4,9832.82
1995,3,8,4,3104.64
1996,3,8,4,2844.54
1997,3,8,4,5716.75
1998,3,8,4,7030.2
1999,3,8,4,5615.07
2000,3,8,4,6756.58
2001,3,8,4,3631.88
2002,3,8,4,8517.85
2003,3,8,4,1033.18
2004,3,8,4,16066.7
2005,3,8,4,4627.18
2006,3,8,4,6253.36
2007,3,8,4,7328.97
2008,3,8,4,5775.12
2009,3,8,4,5679.24
2010,3,8,4,4104.26
2011,3,8,4,3953.35
2012,3,8,4,4144.45
2013,3,8,4,5046.24
2014,3,8,4,3368.37
2015,3,8,4,4552.01
2016,3,8,4,2202.81
2017,3,8,4,1915.48
2018,3,8,4,2886.95
2019,3,8,4,4991.68
2020,3,8,4,1748.92
2021,3,8,4,2197.1
2022,3,8,4,2727.98
2023,3,8,4,3664.67
2024,3,8,4,2235.01
1952,3,9,3,0
1953,3,9,3,0
1954,3,9,3,0
1955,3,9,3,0
1956,3,9,3,0
1957,3,9,3,0
1958,3,9,3,0
1959,3,9,3,0
1960,3,9,3,0
1961,3,9,3,0
1962,3,9,3,0
1963,3,9,3,0
1964,3,9,3,0
1965,3,9,3,0
1966,3,9,3,0
1967,3,9,3,0
1968,3,9,3,0
1969,3,9,3,0
1970,3,9,3,0
1971,3,9,3,0
1972,3,9,3,0
1973,3,9,3,0
1974,3,9,3,0
1975,3,9,3,0
1976,3,9,3,0
1977,3,9,3,0
1978,3,9,3,0
1979,3,9,3,0
1980,3,9,3,0
1981,3,9,3,0
1982,3,9,3,0
1983,3,9,3,0
1984,3,9,3,0
1985,3,9,3,30.7598
1986,3,9,3,0.330984
1987,3,9,3,5.43564
1988,3,9,3,70.6247
1989,3,9,3,70.0895
1990,3,9,3,263.146
1991,3,9,3,121.844
1992,3,9,3,816.427
1993,3,9,3,1731.09
1994,3,9,3,3986.19
1995,3,9,3,1935.21
1996,3,9,3,1440.89
1997,3,9,3,2214.07
1998,3,9,3,984.949
1999,3,9,3,2054.53
2000,3,9,3,2551.6
2001,3,9,3,1473.39
2002,3,9,3,2521.48
2003,3,9,3,1792.36
2004,3,9,3,1156.9
2005,3,9,3,384.191
2006,3,9,3,999.104
2007,3,9,3,1635.72
2008,3,9,3,1254.64
2009,3,9,3,2229.78
2010,3,9,3,1430.83
2011,3,9,3,1896.96
2012,3,9,3,1948.1
2013,3,9,3,1351.75
2014,3,9,3,1761.2
2015,3,9,3,1440.65
2016,3,9,3,1357.66
2017,3,9,3,2874.12
2018,3,9,3,2598.26
2019,3,9,3,1027.72
2020,3,9,3,768.079
2021,3,9,3,1053.4
2022,3,9,3,1369.67
2023,3,9,3,1689.1
2024,3,9,3,2786.6
1952,3,10,5,13.0179
1953,3,10,5,58.631
1954,3,10,5,463.349
1955,3,10,5,571.221
1956,3,10,5,397.505
1957,3,10,5,366.663
1958,3,10,5,759.158
1959,3,10,5,1129
1960,3,10,5,930.112
1961,3,10,5,1193.71
1962,3,10,5,1231.39
1963,3,10,5,782.036
1964,3,10,5,695.366
1965,3,10,5,1218.18
1966,3,10,5,1575.1
1967,3,10,5,1375.92
1968,3,10,5,769.533
1969,3,10,5,907.881
1970,3,10,5,1016.79
1971,3,10,5,1054.82
1972,3,10,5,703.033
1973,3,10,5,1667.36
1974,3,10,5,518.732
1975,3,10,5,445.56
1976,3,10,5,1283.92
1977,3,10,5,673.332
1978,3,10,5,1036.57
1979,3,10,5,1378.69
1980,3,10,5,1854.39
1981,3,10,5,1727.58
1982,3,10,5,1031.32
1983,3,10,5,1058.47
1984,3,10,5,1161.81
1985,3,10,5,1364.08
1986,3,10,5,1035.35
1987,3,10,5,1071.27
1988,3,10,5,1298.89
1989,3,10,5,789.296
1990,3,10,5,1343.89
1991,3,10,5,691.618
1992,3,10,5,732.461
1993,3,10,5,778.751
1994,3,10,5,883.243
1995,3,10,5,991.614
1996,3,10,5,1162.36
1997,3,10,5,1417.04
1998,3,10,5,1702.82
1999,3,10,5,1083.01
2000,3,10,5,1200.05
2001,3,10,5,1935.47
2002,3,10,5,2379.45
2003,3,10,5,2439.43
2004,3,10,5,3349.5
2005,3,10,5,2037.5
2006,3,10,5,1906.61
2007,3,10,5,1874.22
2008,3,10,5,2147.78
2009,3,10,5,2694.51
2010,3,10,5,2318.36
2011,3,10,5,2800.26
2012,3,10,5,2251.95
2013,3,10,5,1723.89
2014,3,10,5,1870.12
2015,3,10,5,1959.65
2016,3,10,5,2196
2017,3,10,5,2223.3
2018,3,10,5,1676.5
2019,3,10,5,1798.71
2020,3,10,5,1664.89
2021,3,10,5,1126.28
2022,3,10,5,1632.16
2023,3,10,5,1776.26
2024,3,10,5,1318.06
1952,3,11,5,0
1953,3,11,5,0
1954,3,11,5,0
1955,3,11,5,0
1956,3,11,5,0
1957,3,11,5,0
1958,3,11,5,0
1959,3,11,5,0
1960,3,11,5,0
1961,3,11,5,0
1962,3,11,5,0
1963,3,11,5,0
1964,3,11,5,0
1965,3,11,5,0
1966,3,11,5,0
1967,3,11,5,0
1968,3,11,5,0
1969,3,11,5,0
1970,3,11,5,0
1971,3,11,5,0
1972,3,11,5,0
1973,3,11,5,0
1974,3,11,5,0
1975,3,11,5,0
1976,3,11,5,0
1977,3,11,5,0
1978,3,11,5,0
1979,3,11,5,0
1980,3,11,5,0
1981,3,11,5,0
1982,3,11,5,0
1983,3,11,5,0
1984,3,11,5,0
1985,3,11,5,0
1986,3,11,5,0
1987,3,11,5,10.7607
1988,3,11,5,17.1109
1989,3,11,5,29.2308
1990,3,11,5,12.9099
1991,3,11,5,4.38836
1992,3,11,5,8.65397
1993,3,11,5,11.8721
1994,3,11,5,67.1416
1995,3,11,5,103.261
1996,3,11,5,147.483
1997,3,11,5,255.208
1998,3,11,5,346.293
1999,3,11,5,334.367
2000,3,11,5,323.247
2001,3,11,5,471.387
2002,3,11,5,367.706
2003,3,11,5,452.087
2004,3,11,5,446.908
2005,3,11,5,270.416
2006,3,11,5,176.666
2007,3,11,5,335.167
2008,3,11,5,222.516
2009,3,11,5,174.811
2010,3,11,5,108.888
2011,3,11,5,131.831
2012,3,11,5,207.038
2013,3,11,5,164.27
2014,3,11,5,159.746
2015,3,11,5,294.648
2016,3,11,5,328.377
2017,3,11,5,99.6944
2018,3,11,5,124.573
2019,3,11,5,76.4272
2020,3,11,5,124.028
2021,3,11,5,120.397
2022,3,11,5,132.88
2023,3,11,5,66.2849
2024,3,11,5,85.5404
1952,3,12,1,259.758
1953,3,12,1,154.749
1954,3,12,1,89.988
1955,3,12,1,71.229
1956,3,12,1,226.98
1957,3,12,1,12.291
1958,3,12,1,12.003
1959,3,12,1,8.985
1960,3,12,1,14.52
1961,3,12,1,15.741
1962,3,12,1,43.197
1963,3,12,1,1.509
1964,3,12,1,57.717
1965,3,12,1,50.241
1966,3,12,1,2.229
1967,3,12,1,15.021
1968,3,12,1,45.783
1969,3,12,1,12.003
1970,3,12,1,21.276
1971,3,12,1,59.776
1972,3,12,1,51.588
1973,3,12,1,10.808
1974,3,12,1,104.955
1975,3,12,1,72.921
1976,3,12,1,82.227
1977,3,12,1,44.017
1978,3,12,1,84.239
1979,3,12,1,232.215
1980,3,12,1,32.483
1981,3,12,1,62.088
1982,3,12,1,80.246
1983,3,12,1,138.109
1984,3,12,1,156.456
1985,3,12,1,226.29
1986,3,12,1,184.412
1987,3,12,1,172.364
1988,3,12,1,46.882
1989,3,12,1,225.422
1990,3,12,1,231.076
1991,3,12,1,233.255
1992,3,12,1,253.678
1993,3,12,1,727.706
1994,3,12,1,343.344
1995,3,12,1,458.365
1996,3,12,1,335.699
1997,3,12,1,268.865
1998,3,12,1,74.505
1999,3,12,1,304.787
2000,3,12,1,218.03
2001,3,12,1,289.475
2002,3,12,1,781.73
2003,3,12,1,946.289
2004,3,12,1,334.709
2005,3,12,1,195.13
2006,3,12,1,409.474
2007,3,12,1,608.75
2008,3,12,1,281.233
2009,3,12,1,146.185
2010,3,12,1,299.28
2011,3,12,1,358.05
2012,3,12,1,417.731
2013,3,12,1,161.792
2014,3,12,1,436.088
2015,3,12,1,104.598
2016,3,12,1,18.667
2017,3,12,1,240.018
2018,3,12,1,21.76
2019,3,12,1,92.8
2020,3,12,1,189.356
2021,3,12,1,25.679
2022,3,12,1,18.436
2023,3,12,1,1246.69
2024,3,12,1,58.9
1952,3,13,1,172.524
1953,3,13,1,197.156
1954,3,13,1,172.524
1955,3,13,1,328.593
1956,3,13,1,361.468
1957,3,13,1,427.189
1958,3,13,1,345.049
1959,3,13,1,139.662
1960,3,13,1,609.522
1961,3,13,1,731.433
1962,3,13,1,325.082
1963,3,13,1,731.433
1964,3,13,1,464.454
1965,3,13,1,509.565
1966,3,13,1,450.243
1967,3,13,1,1139
1968,3,13,1,923.234
1969,3,13,1,1099.35
1970,3,13,1,1042.96
1971,3,13,1,611.073
1972,3,13,1,313.556
1973,3,13,1,359.255
1974,3,13,1,315.947
1975,3,13,1,260.99
1976,3,13,1,832.684
1977,3,13,1,464.139
1978,3,13,1,682.958
1979,3,13,1,450.154
1980,3,13,1,428.651
1981,3,13,1,684.54
1982,3,13,1,765.655
1983,3,13,1,903.223
1984,3,13,1,1303.07
1985,3,13,1,1037.58
1986,3,13,1,833.424
1987,3,13,1,822.679
1988,3,13,1,1338.16
1989,3,13,1,1096.29
1990,3,13,1,1213.09
1991,3,13,1,352.856
1992,3,13,1,380.216
1993,3,13,1,683.064
1994,3,13,1,916.396
1995,3,13,1,748.343
1996,3,13,1,1420.58
1997,3,13,1,1031.31
1998,3,13,1,399.427
1999,3,13,1,257.131
2000,3,13,1,488.287
2001,3,13,1,434.14
2002,3,13,1,482.677
2003,3,13,1,189.439
2004,3,13,1,1017.32
2005,3,13,1,205.871
2006,3,13,1,1676.52
2007,3,13,1,858.039
2008,3,13,1,740.837
2009,3,13,1,418.813
2010,3,13,1,654.518
2011,3,13,1,1229.32
2012,3,13,1,887.072
2013,3,13,1,728.572
2014,3,13,1,1171.92
2015,3,13,1,205.895
2016,3,13,1,364.484
2017,3,13,1,463.578
2018,3,13,1,287.882
2019,3,13,1,371.424
2020,3,13,1,550.196
2021,3,13,1,681.632
2022,3,13,1,547.032
2023,3,13,1,1509.24
2024,3,13,1,435.436
1952,3,14,2,0
1953,3,14,2,0
1954,3,14,2,0
1955,3,14,2,0
1956,3,14,2,0
1957,3,14,2,0
1958,3,14,2,0
1959,3,14,2,0
1960,3,14,2,0
1961,3,14,2,0
1962,3,14,2,0
1963,3,14,2,0
1964,3,14,2,0
1965,3,14,2,0
1966,3,14,2,0
1967,3,14,2,0
1968,3,14,2,0
1969,3,14,2,0
1970,3,14,2,0
1971,3,14,2,0
1972,3,14,2,0
1973,3,14,2,0
1974,3,14,2,0
1975,3,14,2,0
1976,3,14,2,0
1977,3,14,2,0
1978,3,14,2,0
1979,3,14,2,0
1980,3,14,2,0
1981,3,14,2,0
1982,3,14,2,0
1983,3,14,2,0
1984,3,14,2,21.999
1985,3,14,2,24
1986,3,14,2,24.999
1987,3,14,2,28.251
1988,3,14,2,33.501
1989,3,14,2,36.501
1990,3,14,2,41.751
1991,3,14,2,42.75
1992,3,14,2,48.999
1993,3,14,2,45
1994,3,14,2,50.001
1995,3,14,2,53.25
1996,3,14,2,82.5
1997,3,14,2,61.5
1998,3,14,2,81
1999,3,14,2,77.001
2000,3,14,2,81.999
2001,3,14,2,75.249
2002,3,14,2,72.501
2003,3,14,2,74.001
2004,3,14,2,97.251
2005,3,14,2,20.751
2006,3,14,2,21.501
2007,3,14,2,18.501
2008,3,14,2,26.499
2009,3,14,2,38.751
2010,3,14,2,54.501
2011,3,14,2,111
2012,3,14,2,307.749
2013,3,14,2,117.75
2014,3,14,2,519.75
2015,3,14,2,705.999
2016,3,14,2,471.501
2017,3,14,2,115.749
2018,3,14,2,158.499
2019,3,14,2,171
2020,3,14,2,189
2021,3,14,2,234
2022,3,14,2,210
2023,3,14,2,210
2024,3,14,2,3630
1952,3,15,2,0
1953,3,15,2,0
1954,3,15,2,0
1955,3,15,2,0
1956,3,15,2,0
1957,3,15,2,0
1958,3,15,2,0
1959,3,15,2,0
1960,3,15,2,0
1961,3,15,2,0
1962,3,15,2,0
1963,3,15,2,0
1964,3,15,2,0
1965,3,15,2,0
1966,3,15,2,0
1967,3,15,2,0
1968,3,15,2,0
1969,3,15,2,0
1970,3,15,2,29.754
1971,3,15,2,33.249
1972,3,15,2,34.5
1973,3,15,2,41.256
1974,3,15,2,47.754
1975,3,15,2,48.756
1976,3,15,2,41.256
1977,3,15,2,58.254
1978,3,15,2,35.256
1979,3,15,2,45.249
1980,3,15,2,41.256
1981,3,15,2,45.498
1982,3,15,2,42
1983,3,15,2,45.756
1984,3,15,2,43.749
1985,3,15,2,50.256
1986,3,15,2,51
1987,3,15,2,37.254
1988,3,15,2,45.249
1989,3,15,2,49.254
1990,3,15,2,69.498
1991,3,15,2,82.002
1992,3,15,2,34.254
1993,3,15,2,37.254
1994,3,15,2,67.749
1995,3,15,2,78.498
1996,3,15,2,78.498
1997,3,15,2,132.756
1998,3,15,2,100.254
1999,3,15,2,43.749
2000,3,15,2,127.5
2001,3,15,2,87.249
2002,3,15,2,84
2003,3,15,2,118.002
2004,3,15,2,65.754
2005,3,15,2,167.502
2006,3,15,2,138.756
2007,3,15,2,130.254
2008,3,15,2,159.249
2009,3,15,2,82.5
2010,3,15,2,70.998
2011,3,15,2,56.256
2012,3,15,2,127.002
2013,3,15,2,191.754
2014,3,15,2,178.254
2015,3,15,2,185.754
2016,3,15,2,212.502
2017,3,15,2,323.502
2018,3,15,2,117
2019,3,15,2,243.756
2020,3,15,2,261
2021,3,15,2,141
2022,3,15,2,156
2023,3,15,2,186
2024,3,15,2,600
1952,3,16,2,0
1953,3,16,2,0
1954,3,16,2,0
1955,3,16,2,0
1956,3,16,2,0
1957,3,16,2,0
1958,3,16,2,0
1959,3,16,2,0
1960,3,16,2,0
1961,3,16,2,0
1962,3,16,2,0
1963,3,16,2,0
1964,3,16,2,0
1965,3,16,2,0
1966,3,16,2,0
1967,3,16,2,0
1968,3,16,2,0
1969,3,16,2,0
1970,3,16,2,0
1971,3,16,2,0
1972,3,16,2,3.6
1973,3,16,2,2
1974,3,16,2,0
1975,3,16,2,6.8
1976,3,16,2,12.729
1977,3,16,2,20.502
1978,3,16,2,30.613
1979,3,16,2,47.796
1980,3,16,2,216.252
1981,3,16,2,246.999
1982,3,16,2,272.437
1983,3,16,2,303.527
1984,3,16,2,330.03
1985,3,16,2,359.238
1986,3,16,2,373.938
1987,3,16,2,425.007
1988,3,16,2,502.185
1989,3,16,2,547.05
1990,3,16,2,627.519
1991,3,16,2,641.769
1992,3,16,2,737.994
1993,3,16,2,676.06
1994,3,16,2,749.718
1995,3,16,2,799.092
1996,3,16,2,1239.98
1997,3,16,2,922.74
1998,3,16,2,1218.22
1999,3,16,2,1156.32
2000,3,16,2,1230.27
2001,3,16,2,1132.04
2002,3,16,2,1088.06
2003,3,16,2,1109.76
2004,3,16,2,1461.26
2005,3,16,2,1379.29
2006,3,16,2,1490.21
2007,3,16,2,1320.49
2008,3,16,2,1899.47
2009,3,16,2,1581.96
2010,3,16,2,1161.31
2011,3,16,2,827.037
2012,3,16,2,454.278
2013,3,16,2,646.44
2014,3,16,2,513.207
2015,3,16,2,1226.56
2016,3,16,2,729.774
2017,3,16,2,204.723
2018,3,16,2,682.737
2019,3,16,2,240.705
2020,3,16,2,163.785
2021,3,16,2,136.467
2022,3,16,2,160.42
2023,3,16,2,214.949
2024,3,16,2,212.541
1952,3,17,2,0
1953,3,17,2,0
1954,3,17,2,0
1955,3,17,2,0
1956,3,17,2,0
1957,3,17,2,0
1958,3,17,2,0
1959,3,17,2,0
1960,3,17,2,0
1961,3,17,2,0
1962,3,17,2,0
1963,3,17,2,0
1964,3,17,2,0
1965,3,17,2,0
1966,3,17,2,0
1967,3,17,2,0
1968,3,17,2,0
1969,3,17,2,0
1970,3,17,2,0
1971,3,17,2,0
1972,3,17,2,0
1973,3,17,2,0
1974,3,17,2,0
1975,3,17,2,0
1976,3,17,2,0
1977,3,17,2,0
1978,3,17,2,0
1979,3,17,2,0
1980,3,17,2,0.85
1981,3,17,2,6.82
1982,3,17,2,11.1
1983,3,17,2,17.64
1984,3,17,2,19.2
1985,3,17,2,16.14
1986,3,17,2,22.327
1987,3,17,2,68.166
1988,3,17,2,36.468
1989,3,17,2,31.8
1990,3,17,2,36.54
1991,3,17,2,37.32
1992,3,17,2,42.93
1993,3,17,2,39.29
1994,3,17,2,43.62
1995,3,17,2,46.47
1996,3,17,2,72.12
1997,3,17,2,53.68
1998,3,17,2,70.84
1999,3,17,2,67.24
2000,3,17,2,71.55
2001,3,17,2,65.84
2002,3,17,2,63.28
2003,3,17,2,64.53
2004,3,17,2,84.99
2005,3,17,2,57.72
2006,3,17,2,62.67
2007,3,17,2,49.38
2008,3,17,2,79.68
2009,3,17,2,109.37
2010,3,17,2,76.45
2011,3,17,2,65.48
2012,3,17,2,72.72
2013,3,17,2,169.03
2014,3,17,2,77.04
2015,3,17,2,76.83
2016,3,17,2,119.19
2017,3,17,2,40.18
2018,3,17,2,49.05
2019,3,17,2,52.17
2020,3,17,2,88.218
2021,3,17,2,53.025
2022,3,17,2,111.823
2023,3,17,2,104.895
2024,3,17,2,91.278
1952,3,18,2,0
1953,3,18,2,0
1954,3,18,2,0
1955,3,18,2,0
1956,3,18,2,0
1957,3,18,2,0
1958,3,18,2,0
1959,3,18,2,0
1960,3,18,2,0
1961,3,18,2,0
1962,3,18,2,0
1963,3,18,2,0
1964,3,18,2,0
1965,3,18,2,0
1966,3,18,2,0
1967,3,18,2,0
1968,3,18,2,0
1969,3,18,2,0
1970,3,18,2,49.518
1971,3,18,2,51.996
1972,3,18,2,55.986
1973,3,18,2,65.394
1974,3,18,2,75.894
1975,3,18,2,76.608
1976,3,18,2,69.006
1977,3,18,2,118.398
1978,3,18,2,55.986
1979,3,18,2,71.82
1980,3,18,2,65.982
1981,3,18,2,166.404
1982,3,18,2,181.482
1983,3,18,2,219.786
1984,3,18,2,214.284
1985,3,18,2,183.582
1986,3,18,2,179.886
1987,3,18,2,179.382
1988,3,18,2,175.812
1989,3,18,2,203.616
1990,3,18,2,286.398
1991,3,18,2,262.92
1992,3,18,2,199.08
1993,3,18,2,113.61
1994,3,18,2,221.088
1995,3,18,2,282.618
1996,3,18,2,266.112
1997,3,18,2,465.178
1998,3,18,2,547.68
1999,3,18,2,270.018
2000,3,18,2,476.602
2001,3,18,2,386.61
2002,3,18,2,315.504
2003,3,18,2,436.212
2004,3,18,2,577.794
2005,3,18,2,742.186
2006,3,18,2,723.282
2007,3,18,2,696.486
2008,3,18,2,680.901
2009,3,18,2,428.89
2010,3,18,2,252.084
2011,3,18,2,123.606
2012,3,18,2,154.196
2013,3,18,2,119.49
2014,3,18,2,119.49
2015,3,18,2,247.254
2016,3,18,2,108.234
2017,3,18,2,263.508
2018,3,18,2,512.274
2019,3,18,2,622.272
2020,3,18,2,45.882
2021,3,18,2,30.908
2022,3,18,2,24.328
2023,3,18,2,87.911
2024,3,18,2,62.728
1952,3,19,2,0
1953,3,19,2,0
1954,3,19,2,0
1955,3,19,2,0
1956,3,19,2,0
1957,3,19,2,0
1958,3,19,2,0
1959,3,19,2,0
1960,3,19,2,0
1961,3,19,2,0
1962,3,19,2,0
1963,3,19,2,0
1964,3,19,2,0
1965,3,19,2,0
1966,3,19,2,0
1967,3,19,2,0
1968,3,19,2,0
1969,3,19,2,0
1970,3,19,2,0
1971,3,19,2,0
1972,3,19,2,0
1973,3,19,2,0
1974,3,19,2,8.211
1975,3,19,2,7.424
1976,3,19,2,23.022
1977,3,19,2,10.713
1978,3,19,2,212.991
1979,3,19,2,241.48
1980,3,19,2,101.053
1981,3,19,2,87.322
1982,3,19,2,3.816
1983,3,19,2,26.021
1984,3,19,2,201.936
1985,3,19,2,169.144
1986,3,19,2,233.223
1987,3,19,2,752.335
1988,3,19,2,883.663
1989,3,19,2,591.937
1990,3,19,2,81.11
1991,3,19,2,328.448
1992,3,19,2,69.587
1993,3,19,2,36.663
1994,3,19,2,35.683
1995,3,19,2,825.416
1996,3,19,2,542.823
1997,3,19,2,11.645
1998,3,19,2,4.937
1999,3,19,2,0
2000,3,19,2,3.743
2001,3,19,2,4.427
2002,3,19,2,36.837
2003,3,19,2,92.051
2004,3,19,2,190.517
2005,3,19,2,42.482
2006,3,19,2,2.132
2007,3,19,2,2.435
2008,3,19,2,42.923
2009,3,19,2,0
2010,3,19,2,0
2011,3,19,2,0
2012,3,19,2,0
2013,3,19,2,0
2014,3,19,2,0
2015,3,19,2,0
2016,3,19,2,0.69
2017,3,19,2,66.374
2018,3,19,2,0
2019,3,19,2,0.714
2020,3,19,2,2.075
2021,3,19,2,0
2022,3,19,2,0
2023,3,19,2,0
2024,3,19,2,1.818
1952,3,20,2,0
1953,3,20,2,0
1954,3,20,2,0
1955,3,20,2,0
1956,3,20,2,0
1957,3,20,2,0
1958,3,20,2,0
1959,3,20,2,0
1960,3,20,2,0
1961,3,20,2,0
1962,3,20,2,0
1963,3,20,2,0
1964,3,20,2,0
1965,3,20,2,0
1966,3,20,2,0
1967,3,20,2,0
1968,3,20,2,0
1969,3,20,2,0
1970,3,20,2,0
1971,3,20,2,0
1972,3,20,2,0
1973,3,20,2,0
1974,3,20,2,0
1975,3,20,2,0
1976,3,20,2,3.26
1977,3,20,2,0.906
1978,3,20,2,1.03
1979,3,20,2,11.014
1980,3,20,2,1.457
1981,3,20,2,1.17
1982,3,20,2,1.923
1983,3,20,2,0
1984,3,20,2,64.361
1985,3,20,2,4.303
1986,3,20,2,0
1987,3,20,2,71.752
1988,3,20,2,16.892
1989,3,20,2,34.276
1990,3,20,2,1.539
1991,3,20,2,23.164
1992,3,20,2,2.874
1993,3,20,2,7.605
1994,3,20,2,1.224
1995,3,20,2,10.398
1996,3,20,2,44.905
1997,3,20,2,34.806
1998,3,20,2,0
1999,3,20,2,0
2000,3,20,2,122.491
2001,3,20,2,142.366
2002,3,20,2,138.191
2003,3,20,2,156.432
2004,3,20,2,219.562
2005,3,20,2,193.347
2006,3,20,2,212.302
2007,3,20,2,200.783
2008,3,20,2,213.275
2009,3,20,2,148.351
2010,3,20,2,154.423
2011,3,20,2,320.876
2012,3,20,2,418.949
2013,3,20,2,382.916
2014,3,20,2,743.376
2015,3,20,2,662.579
2016,3,20,2,746.175
2017,3,20,2,1601.09
2018,3,20,2,1140.73
2019,3,20,2,351.048
2020,3,20,2,276.806
2021,3,20,2,288.546
2022,3,20,2,293.442
2023,3,20,2,233.11
2024,3,20,2,23.656
1952,3,21,2,0
1953,3,21,2,0
1954,3,21,2,0
1955,3,21,2,0
1956,3,21,2,0
1957,3,21,2,0
1958,3,21,2,0
1959,3,21,2,0
1960,3,21,2,0
1961,3,21,2,0
1962,3,21,2,0
1963,3,21,2,0
1964,3,21,2,0
1965,3,21,2,0
1966,3,21,2,0
1967,3,21,2,0
1968,3,21,2,0
1969,3,21,2,0
1970,3,21,2,137.505
1971,3,21,2,142.5
1972,3,21,2,225
1973,3,21,2,255
1974,3,21,2,254.253
1975,3,21,2,276.495
1976,3,21,2,188.253
1977,3,21,2,256.752
1978,3,21,2,205.752
1979,3,21,2,286.995
1980,3,21,2,175.806
1981,3,21,2,264.926
1982,3,21,2,314.415
1983,3,21,2,326.868
1984,3,21,2,452.319
1985,3,21,2,487.608
1986,3,21,2,637.017
1987,3,21,2,715.002
1988,3,21,2,787.99
1989,3,21,2,954.738
1990,3,21,2,755.736
1991,3,21,2,772.677
1992,3,21,2,888.545
1993,3,21,2,813.726
1994,3,21,2,902.613
1995,3,21,2,962.073
1996,3,21,2,1492.95
1997,3,21,2,1110.83
1998,3,21,2,1466.68
1999,3,21,2,1391.94
2000,3,21,2,1481
2001,3,21,2,1362.7
2002,3,21,2,1309.75
2003,3,21,2,1336.17
2004,3,21,2,1759.33
2005,3,21,2,376.073
2006,3,21,2,416.172
2007,3,21,2,372.643
2008,3,21,2,535.786
2009,3,21,2,756.471
2010,3,21,2,555.671
